Iteration,Nelder-Mead,L-BFGS-B,TNC,trust-constr
94,0.8950525820930929,0.34093631703379246,0.47320529327978544,0.4044258354570812
95,0.8890678814650466,0.3409363188407457,0.4732052874990066,0.40442582821463435
96,0.8917522718485926,0.34093631824715054,0.47320528691149477,0.40442583303085267
97,0.8917345790677564,0.34093631714009265,0.4732052901992466,0.40442583348382144
98,0.889413789386793,0.34093631915124234,0.47320529012000445,0.4044258285482074
99,0.8873199415558961,0.3409363140689875,0.47320529459428917,0.4044258220790201
100,0.8861506246546242,0.11909335403012977,0.4561250979157695,0.02074601203835358
101,0.8957014932629788,0.11909335633470586,0.4561250981211088,0.020746013952587572
102,0.8911200875752959,0.11909335351463002,0.45612509862787864,0.020746011471462045
103,0.8869373553146359,0.11909335242950037,0.45612510012453245,0.02074601069051507
104,0.8841843442812327,0.11909335548776023,0.45612509894818265,0.020746013780296613
105,0.8819825790170144,0.11909335308951363,0.4561250965170467,0.020746012653930834
106,0.8791788050036143,0.11909335530255594,0.45612509484020736,0.020746011097867
107,0.8719109274837973,0.11909335576922864,0.4561250972238219,0.020746013504109873
108,0.8821572172225649,0.1190933546382732,0.45612510050734845,0.020746012872840502
109,0.8868757516751448,0.11909335358793005,0.45612510392769234,0.02074601183333602
110,0.8747902829045777,0.12131166585198516,0.4348900978876443,0.24843082848837428
111,0.872759614078642,0.12131166576296115,0.43489009907063336,0.24843082282328544
112,0.8719089342274435,0.12131166532586413,0.43489009939904044,0.2484308313715854
113,0.8663619146769697,0.1213116664394801,0.434890100464124,0.24843083228753937
114,0.8631764544264657,0.12131166435367102,0.43489010014066964,0.24843082260593308
115,0.8487020506959488,0.1213116684129587,0.4348900958573695,0.24843082976870445
116,0.8571503663728044,0.12131166507223823,0.434890094767842,0.24843082967758234
117,0.8577944806184716,0.12131166427787243,0.4348900976491722,0.24843082249303305
118,0.8783348649310275,0.121311669214484,0.4348900995508247,0.24843082829949037
119,0.8478131583994942,0.12131166828648077,0.43489010375141424,0.2484308282646559
120,0.8288132521113136,0.07419922614397234,0.4391327362097647,0.007987002377166541
121,0.835372275375268,0.07419922713641625,0.4391327368383995,0.00798700119636886
122,0.8665519512652845,0.07419922550299862,0.4391327373389746,0.007987002652153796
123,0.8315648801052641,0.07419922564416659,0.4391327386249082,0.00798700236006511
124,0.8233867168684682,0.07419922590103267,0.43913273780548645,0.007987001541938321
125,0.7962596028731403,0.07419922712769944,0.4391327344670304,0.00798700172885991
126,0.8065573375109324,0.07419922632714604,0.4391327330797652,0.007987002136298327
127,0.8370978799059371,0.07419922589026706,0.4391327356900636,0.007987001476215005
128,0.8005236804192133,0.07419922826925107,0.43913273840945943,0.007987001906225588
129,0.7989560242606323,0.07419922718632888,0.43913274225747323,0.007987002552958478
130,0.7758860000441221,0.04163453365497094,0.4352186891908174,0.038335173822259594
131,0.7385901875315322,0.041634533947567554,0.4352186900829601,0.03833517780348372
132,0.7594749203033573,0.04163453273509232,0.43521869051919915,0.0383351734318329
133,0.8016898001815173,0.04163453343026613,0.43521869169468397,0.03833517574984846
134,0.7543104547165593,0.041634533366643356,0.43521869110683975,0.038335176214717936
135,0.734898388777411,0.04163453416847174,0.4352186872940741,0.038335175551058476
136,0.7024338959959844,0.04163453393575056,0.4352186860564722,0.038335174498797975
137,0.7280174181702999,0.0416345333991508,0.43521868879979553,0.03833517595496294
138,0.716393478894926,0.041634534671508794,0.4352186911385637,0.038335174472993505
139,0.7243295618357288,0.041634534128681344,0.4352186951755258,0.03833517330867464
140,0.699603758587779,0.01752369458895553,0.43458512260097126,0.003718784100786965
141,0.7042689485067262,0.0175236946120485,0.4345851236356528,0.0037187842351075195
142,0.7324203657559033,0.017523693998538148,0.4345851240233276,0.003718784042883949
143,0.7048895237469341,0.01752369507986762,0.43458512514347625,0.003718784014698051
144,0.718580306237284,0.017523694605781848,0.4345851246839785,0.003718784261454444
145,0.6948483646308076,0.017523694581107807,0.43458512063448596,0.003718783853274288
146,0.7314477809199602,0.017523694603363893,0.4345851194713598,0.003718783897329825
147,0.713159051501551,0.017523694691418346,0.4345851222835674,0.003718784205247627
148,0.685854642970755,0.01752369456420133,0.43458512441012564,0.003718784035546374
149,0.7061342331809057,0.0175236946483891,0.4345851285325003,0.0037187843538835086
150,0.6825370880672299,0.009441746494276426,0.4345851218656952,0.006386304754155803
151,0.7034885806103757,0.009441746192014433,0.43458512290037543,0.006386304787528108
152,0.7666532500281125,0.009441745999017814,0.4345851232880519,0.006386304788252972
153,0.6932989880209517,0.00944174676133902,0.43458512440819674,0.006386303947483851
154,0.6949512341045507,0.009441746244717386,0.4345851239487011,0.006386304829116063
155,0.7008574035442661,0.009441746397710116,0.4345851198992108,0.006386305077329735
156,0.7186468499369171,0.009441746469239676,0.43458511873608663,0.006386304727281189
157,0.6909313957021438,0.009441746276089846,0.434585121548298,0.006386304994700942
158,0.6962354793855815,0.009441746300296372,0.4345851236748548,0.00638630492509884
159,0.6938479519140731,0.009441746364199366,0.43458512779723124,0.006386304049841196
160,0.7046061310229668,0.007066519737028432,0.5330217833727829,0.0029849312796207395
161,0.6868021420593431,0.007066519934021298,0.5330217863782396,0.0029849311068089746
162,0.6740620887194203,0.007066520093550688,0.5330217853859032,0.0029849313816353584
163,0.6777485226548541,0.0070665199997730355,0.5330217857078109,0.002984931428351212
164,0.6980833226468733,0.007066520067420257,0.5330217875467266,0.0029849311501577436
165,0.6840904378263688,0.007066520285746392,0.5330217813968963,0.0029849312714064213
166,0.6964654867469361,0.0070665192203037686,0.5330217810597719,0.002984931266650559
167,0.6837081073058504,0.0070665200000716855,0.5330217842517249,0.002984931121880363
168,0.6988205760428581,0.007066520185948888,0.5330217829210503,0.002984931283659953
169,0.683231111179215,0.0070665201259833,0.533021787107034,0.0029849311737729645
170,0.6901043453762653,0.003922519621287424,0.45677484938788193,0.002831983743527222
171,0.6884185132134574,0.003922519564482196,0.4567748516067509,0.0028319838109714945
172,0.6856536424210391,0.003922519554010462,0.4567748513144655,0.002831983754442269
173,0.7036533804741574,0.003922519625244814,0.4567748520272856,0.002831983688175832
174,0.6797657504456948,0.0039225196053969125,0.45677485275692253,0.002831983803231908
175,0.6962217868393141,0.003922519648455913,0.4567748471402763,0.0028319836813935906
176,0.6802807895924758,0.003922519492299603,0.4567748464883342,0.002831983727163423
177,0.6740072166149282,0.003922519567892135,0.45677484974744365,0.0028319837999687403
178,0.6743127068540571,0.003922519551583625,0.4567748499832007,0.0028319837658704605
179,0.6807655295743658,0.003922519591364471,0.4567748544589363,0.0028319838151819043
180,0.6863863995914377,0.0037482257565453203,0.43821853773874353,0.0027499006793090253
181,0.6791015362065925,0.0037482257362123628,0.43821853936477306,0.0027499006924821545
182,0.6805333587656412,0.0037482257074890057,0.4382185394648902,0.0027499007589343316
183,0.6831083336575593,0.003748225718819387,0.43821854037798347,0.0027499006486000344
184,0.6718474173689796,0.0037482257640044647,0.4382185404815464,0.0027499006909113
185,0.6708707041432844,0.003748225800077054,0.4382185355696664,0.002749900581455633
186,0.6817058576804867,0.0037482256615306575,0.43821853467906013,0.002749900675744432
187,0.6690641344331074,0.003748225726984411,0.4382185377464952,0.0027499006978177754
188,0.6676503573080468,0.0037482257207246406,0.4382185389634107,0.00274990061758984
189,0.6738272872043792,0.0037482257365593075,0.43821854333399923,0.002749900555797269
190,0.6684389050316342,0.0034466929034351335,0.4345785403488973,0.00272067223887007
191,0.6772184773948637,0.003446692920382244,0.43457854167282595,0.0027206721984569526
192,0.6677683630491991,0.0034466928848061462,0.434578541934339,0.002720672251315004
193,0.670142657435588,0.0034466928279874853,0.43457854295037734,0.002720672255129508
194,0.6546028979940206,0.003446692926873607,0.4345785427603176,0.002720672196711793
195,0.6419778281382174,0.003446692963184228,0.434578538267962,0.0027206722625156
196,0.6604337049612827,0.003446692869288004,0.434578537243724,0.0027206722767649794
197,0.6574926068839333,0.003446692897807635,0.43457854018674635,0.0027206722052801613
198,0.6529510460492824,0.003446692920039074,0.4345785418764173,0.0027206723076801387
199,0.6726886138899776,0.0034466929121276246,0.4345785461383084,0.0027206722498541724
