Iteration,COBYLA,SLSQP,BFGS,L-BFGS-B,trust-constr
79,0.0022718942640179707,0.0036514404174498027,0.24147054197246776,0.6561546628206186,0.012430191848004424
80,0.0020389896552891473,0.0036514407044916375,0.2015602196564723,0.5085833231723573,0.0064425720823551025
81,0.0020744618840520257,0.0036514405066842004,0.20156021503201327,0.5085833280766952,0.006442571871189462
82,0.001823765413989542,0.0012895995662521864,0.20156021869764917,0.5085833235776276,0.006442572401192614
83,0.001745881302573915,0.0012895994913872943,0.20156021867882234,0.5085833220399847,0.00644257197612863
84,0.001971154103710737,0.0012895997768299639,0.20156021695905701,0.5085833204893315,0.006442571995550428
85,0.002277536432622407,0.0012895996342564553,0.20156021593769902,0.5085833234826465,0.0064425720063358005
86,0.0017251401343149064,0.0012895995138457739,0.2015602200984128,0.5085833230775225,0.006442572192004947
87,0.0013770240645540888,0.0012895995908678293,0.20156021632258558,0.5085833206433881,0.0064425719617923205
88,0.001256026935144372,0.0012895995742259192,0.20156021836616322,0.5085833232207211,0.006442571670270292
89,0.001295044334553408,0.0012895995921323733,0.20156022227293724,0.5085833230763892,0.006442572169910288
90,0.001562998805303084,0.001289599628077731,0.13107117650270061,0.7108569833984291,0.00239620324691292
91,0.001307837410862378,0.001289599535690078,0.1310711730056825,0.7108569820264843,0.0023962034918224573
92,0.0018250981806831046,0.00048420788174419194,0.13107117577638105,0.7108569798434683,0.002396203296767707
93,0.001076654819347933,0.0004842078438287434,0.13107117566585091,0.7108569843557598,0.002396203185960788
94,0.0013157640462826414,0.00048420804581417176,0.1310711750398209,0.7108569857664756,0.0023962032496580576
95,0.0008761594261932348,0.00048420793145775853,0.13107117338917385,0.710856978740763,0.0023962034691031864
96,0.001107530380307975,0.00048420785409775124,0.13107117688742642,0.7108569836487308,0.0023962031527949845
97,0.0008795107973309513,0.00048420790435055316,0.13107117425204762,0.7108569854883195,0.0023962031677229323
98,0.001075208965629404,0.00048420787968384005,0.13107117529434176,0.7108569794055442,0.002396202886205012
99,0.0009842032072450158,0.0004842078921998283,0.13107117848212724,0.7108569847197046,0.0023962029991768663
100,0.0008557821737769089,0.00048420782120850436,0.04781995971462305,0.4179259957841249,0.0008080484026656842
101,0.0008474297276458431,0.0004842078114931647,0.04781995909938619,0.4179259931196492,0.0008080485724422104
102,0.000897435845654937,0.000253746719720338,0.04781995915553772,0.4179259928458515,0.0008080484261512311
103,0.0008329379984987062,0.0002537467156804585,0.047819959118511335,0.41792599685088017,0.0008080484331238758
104,0.0008303592132652415,0.0002537468224238504,0.0478199602181999,0.4179259940435053,0.0008080484967838419
105,0.0008105834838139092,0.0002537467363756818,0.04781995909199599,0.4179259936073726,0.000808048402420769
106,0.0007227598142336422,0.0002537467139068772,0.047819959781419064,0.4179259952183584,0.0008080483761773172
107,0.0007536942820995929,0.00025374676663336704,0.04781995910562564,0.41792599387158047,0.000808048294392516
108,0.0007325871274473927,0.0002537467069820831,0.04781995940146999,0.4179259950928791,0.0008080481040410037
109,0.0005728442451916615,0.00025374672553835076,0.04781996058781246,0.41792599973332656,0.0008080482836435587
110,0.0006765504963713864,0.00025374666017974334,0.03876992788790967,0.3018373942485827,0.00012781684637008794
111,0.000571265395952536,0.00025374667417454866,0.03876992767399523,0.30183739204318893,0.00012781679877604812
112,0.0005315511992030064,0.00014171548343588913,0.03876992721611461,0.30183739146369915,0.00012781688502883082
113,0.0004410396416373308,0.0001417154902277895,0.03876992740999008,0.30183739517583164,0.0001278168586168471
114,0.00035624550974755476,0.00014171553337016807,0.03876992828454784,0.30183739324052417,0.00012781679891005204
115,0.00029094483443703467,0.0001417154665417364,0.038769927883821276,0.30183739193081394,0.0001278168407018443
116,0.00025196570030117105,0.00014171548261565636,0.03876992793427281,0.30183739360350625,0.00012781683647788977
117,0.0003048275627470787,0.000141715526077002,0.03876992735147333,0.3018373930548631,0.00012781684257534565
118,0.0002497329512086699,0.00014171547299968168,0.038769928077554194,0.30183739317741276,0.00012781684134144378
119,0.0002866923051512149,0.0001417154734064674,0.03876992858869166,0.3018373977143398,0.00012781686558194227
120,0.00028333164330607286,0.00014171543872376624,0.024865160136007147,0.101590816310969,5.836457680841178e-05
121,0.00019758307012152088,0.00014171546228225473,0.024865160293946698,0.10159081853577534,5.836459602992505e-05
122,0.00023741779331909463,7.865150536345844e-05,0.024865159471115117,0.10159081649986113,5.8364592237181157e-05
123,0.00021176845531878374,7.865151566788242e-05,0.024865159865094855,0.10159081670641923,5.836458559083102e-05
124,0.00026775254133903914,7.865151688368766e-05,0.02486516040973419,0.10159081818034288,5.8364627692042426e-05
125,0.00022741528660652488,7.865147319829902e-05,0.02486516047178844,0.10159081605396525,5.836456181684824e-05
126,0.0002699865645029442,7.865150740149485e-05,0.024865160203302983,0.10159081731142017,5.836460692443257e-05
127,0.00017346790070038587,7.86515317886538e-05,0.024865159931294345,0.10159081865509667,5.83645594396387e-05
128,0.00018677169273040306,7.86515002707544e-05,0.024865160680822118,0.10159081524959424,5.8364565070023744e-05
129,0.00017084474235973257,7.865148842023384e-05,0.024865160549741527,0.10159081495236677,5.8364587174120075e-05
130,0.0001669448912284821,7.865148698482649e-05,0.009051621820624356,0.01570861519918121,5.249776165117126e-05
131,0.00017728293005037088,7.865150720887115e-05,0.009051622034719431,0.015708615618356014,5.2497754144731346e-05
132,0.00016985779513489785,5.5020133914340796e-05,0.00905162136509674,0.015708615090030187,5.249776239046877e-05
133,0.0001755660645901269,5.502014054814541e-05,0.009051621680200128,0.015708614959042744,5.249775558280323e-05
134,0.0001369608096132291,5.502013149438767e-05,0.009051622044696561,0.01570861546356883,5.249775510940413e-05
135,0.0001229895057359709,5.502010928537526e-05,0.009051621981969071,0.015708615719884356,5.249775536964041e-05
136,0.00012457681068989146,5.5020135946382e-05,0.009051621946570387,0.015708615017496652,5.249776283433594e-05
137,0.00013630490870564227,5.502014234448627e-05,0.009051621953626299,0.015708615322816755,5.24977679455807e-05
138,0.0001264425956430948,5.502013380231929e-05,0.009051622122287273,0.015708615579582474,5.249774519688888e-05
139,0.00012569480949176093,5.5020120961257746e-05,0.009051621919350161,0.015708615346639476,5.2497761786507446e-05
140,0.00012397767432181794,5.502013408420492e-05,0.0015330481917604777,0.010492622086755055,4.828910267418163e-05
141,0.00013183888224277407,5.502014395464272e-05,0.0015330481320121603,0.010492622146171082,4.8289101546195035e-05
142,0.00012181272362643547,5.005649601952378e-05,0.0015330481661066653,0.010492621681884251,4.828910331611258e-05
143,0.00012588743948616088,5.0056499040884717e-05,0.0015330482885471675,0.010492621845643813,4.828910503906769e-05
144,0.00012666336273103873,5.005649471245821e-05,0.0015330481781526961,0.010492622072525326,4.828910078469306e-05
145,0.00012810409541375023,5.0056484724669836e-05,0.0015330478515312995,0.010492622236016658,4.828910416465604e-05
146,0.00012405412701765872,5.005649749278973e-05,0.0015330481012323371,0.010492621988236972,4.828910229481842e-05
147,0.00014161154753189464,5.005649754474817e-05,0.0015330481888822245,0.010492621963248516,4.8289100477716396e-05
148,0.00011885167767211602,5.005649737610529e-05,0.0015330477920582064,0.010492622182714295,4.8289103150023216e-05
149,0.00011720495380074247,5.005649047218341e-05,0.001533048103656065,0.010492622228297277,4.8289103667387145e-05
150,0.00011970685130324732,5.005649985601046e-05,0.0009102621376282372,0.006788599911937143,4.822898142353704e-05
151,0.00010482164265335214,5.005650251521665e-05,0.0009102620787907467,0.006788599873742696,4.8228981693210216e-05
152,0.00010304567489338723,4.896302292234367e-05,0.0009102619990405403,0.006788599538612661,4.822898145773191e-05
153,0.0001052384263413586,4.896302362056293e-05,0.0009102622153411843,0.00678859976360302,4.822898071976667e-05
154,0.00010050553907103854,4.896302334966851e-05,0.0009102621089760454,0.006788599816087704,4.822898099365869e-05
155,9.55893452226908e-05,4.896302024304244e-05,0.0009102620060008615,0.006788599961073061,4.8228981206599464e-05
156,8.718731520906964e-05,4.896302346246717e-05,0.0009102620649614757,0.006788599939142048,4.822898195722125e-05
157,8.361650830446266e-05,4.8963022921677535e-05,0.0009102621172244474,0.006788599752336699,4.822898160805611e-05
158,8.457542217366054e-05,4.896302388912588e-05,0.000910261973680826,0.0067885999733028335,4.822898095047101e-05
159,8.433097985549587e-05,4.896302179591139e-05,0.000910262121229577,0.006788600024757674,4.8228981322839815e-05
160,9.246652711614178e-05,4.8963024990356097e-05,0.0003102707666822191,0.0011405876023589112,4.8213251568229865e-05
161,8.59917215265682e-05,4.896302486800952e-05,0.0003102707129872817,0.0011405875472750848,4.821325179071856e-05
162,7.970328602857624e-05,4.896302486800952e-05,0.00031027061059496486,0.001140587491725742,4.82132513404121e-05
163,8.028965494100149e-05,4.896302486800952e-05,0.00031027081772627696,0.0011405875082267647,4.821325140536015e-05
164,8.31174086214359e-05,4.896302486800952e-05,0.0003102707186732889,0.0011405875406486077,4.8213251200746043e-05
165,8.180518117228974e-05,4.896302486800952e-05,0.00031027080676804264,0.0011405875708433433,4.8213251422124515e-05
166,8.182973455705955e-05,4.896302486800952e-05,0.00031027072159195423,0.0011405876164880535,4.821325204962257e-05
167,8.444670729002013e-05,4.896302486800952e-05,0.00031027072586309323,0.0011405875068899451,4.8213251297668513e-05
168,7.726745691138959e-05,4.896302486800952e-05,0.00031027078591172597,0.0011405876186840747,4.821325141191046e-05
169,8.021828296345124e-05,4.896302486800952e-05,0.00031027077119605284,0.0011405877118224605,4.8213251670037316e-05
170,7.718871338457944e-05,4.896302486800952e-05,6.809172399657726e-05,0.00089238621002663,4.820943693961688e-05
171,7.61865354292901e-05,4.896302486800952e-05,6.809171067512221e-05,0.0008923861441640923,4.820943725947213e-05
172,7.663430622151246e-05,4.896302486800952e-05,6.809164819043811e-05,0.0008923861820807621,4.820943688987889e-05
173,7.330365479585321e-05,4.896302486800952e-05,6.809173819688485e-05,0.0008923862821710316,4.82094368112751e-05
174,7.143452718216814e-05,4.896302486800952e-05,6.809171047383877e-05,0.0008923861418781431,4.820943641070663e-05
175,6.983548107375448e-05,4.896302486800952e-05,6.809179036793012e-05,0.0008923862365518564,4.820943697347868e-05
176,6.918981520820378e-05,4.896302486800952e-05,6.809171713062501e-05,0.0008923864564892581,4.820943724359594e-05
177,6.793697364959606e-05,4.896302486800952e-05,6.809171406751968e-05,0.0008923861327603255,4.820943664007871e-05
178,6.869242714813151e-05,4.896302486800952e-05,6.809177210953532e-05,0.0008923861986614989,4.8209437202295646e-05
179,6.810672950052776e-05,4.896302486800952e-05,6.809170354882266e-05,0.000892385962320108,4.820943696515201e-05
180,6.478343144999954e-05,4.896302486800952e-05,2.9356857118356672e-05,5.029147481339091e-05,4.818931142691607e-05
181,6.373854686969604e-05,4.896302486800952e-05,2.9356863095242325e-05,5.029146713053656e-05,4.81893119432808e-05
182,6.504992990874481e-05,4.896302486800952e-05,2.9356835332228215e-05,5.029149361179819e-05,4.8189311915636246e-05
183,6.343544571907334e-05,4.896302486800952e-05,2.9356863426643898e-05,5.02914601918647e-05,4.818931139749516e-05
184,6.26488003939718e-05,4.896302486800952e-05,2.9356863034513125e-05,5.029146707569154e-05,4.818931028172102e-05
185,6.49690054026486e-05,4.896302486800952e-05,2.935689116079221e-05,5.029150919821923e-05,4.818931199690457e-05
186,6.296492079582716e-05,4.896302486800952e-05,2.9356856580786683e-05,5.02914916759023e-05,4.818931113359515e-05
187,6.426634256473385e-05,4.896302486800952e-05,2.935686479621502e-05,5.029146023605158e-05,4.81893110542142e-05
188,6.30227844429232e-05,4.896302486800952e-05,2.9356877846775653e-05,5.029151389124298e-05,4.8189312850999144e-05
189,6.18112514123581e-05,4.896302486800952e-05,2.9356836924288032e-05,5.029147981194804e-05,4.818931120931236e-05
190,6.242943906353826e-05,4.896302486800952e-05,1.9718215551356444e-05,2.047562666918079e-05,4.813557626737186e-05
191,6.030538279444553e-05,4.896302486800952e-05,1.97182248690142e-05,2.0475624469495912e-05,4.81355771496661e-05
192,6.003731509618415e-05,4.896302486800952e-05,1.9718215245378978e-05,2.0475633273342453e-05,4.813557760241505e-05
193,5.9948599417603e-05,4.896302486800952e-05,1.9718217004194294e-05,2.0475614884718496e-05,4.813557648786215e-05
194,5.959504239028135e-05,4.896302486800952e-05,1.9718224585130173e-05,2.047562433094008e-05,4.813557430205506e-05
195,5.984629970512412e-05,4.896302486800952e-05,1.9718225108822374e-05,2.047562670282055e-05,4.813557774963062e-05
196,5.99603189540554e-05,4.896302486800952e-05,1.971821823110176e-05,2.047563341356362e-05,4.8135575119512275e-05
197,6.0235057043334095e-05,4.896302486800952e-05,1.971822539803547e-05,2.0475619638138376e-05,4.813557567584503e-05
198,5.946443661997147e-05,4.896302486800952e-05,1.9718218866926485e-05,2.047562910123535e-05,4.813557957816794e-05
199,5.9431742449489455e-05,4.896302486800952e-05,1.9718204705032605e-05,2.0475629229688153e-05,4.813557572436178e-05
